,Unnamed: 0,sentences,level_1,review,class,word_count
113,113,110,0,"Fatal ,,.....",others,2
114,114,111,0,Worst company.,others,2
115,115,112,0,Terrible experience,others,2
116,116,113,0,Epic Failure,others,2
117,117,114,0,Dead good,others,2
118,118,115,0,Awful app!!!,others,2
119,119,115,1,!,others,1
120,120,116,0,Wrong address,others,2
121,121,117,0,Bad service,others,2
122,122,118,0,Awful attitude,others,2
123,123,119,0,missed items,others,2
124,124,120,0,Customisation limited,others,2
125,125,121,0,fire 10/10,others,2
126,126,122,0,Absolutely useless,others,2
127,127,123,0,the nuts,others,2
128,128,124,0,sick members,others,2
129,129,125,0,Weak offers.,others,2
130,130,126,0,Worst app.,others,2
131,131,127,0,Error 418,others,2
132,132,128,0,Worst ever!,others,2
133,133,129,0,Absolutely useless,others,2
134,134,130,0,Awful service,others,2
135,135,131,0,Horrible experience,others,2
136,136,132,0,Very poor,others,2
137,137,133,0,Gets Worse,others,2
138,138,134,0,Absolutely useless,others,2
139,139,135,0,Not recommend,others,2
140,140,136,0,No happy,others,2
141,141,137,0,worse service ever,human,3
142,142,138,0,Lost for words.,others,3
143,143,139,0,Very bad service,human,3
144,144,140,0,Worst app ever,others,3
145,145,141,0,Confusing terrible application,others,3
146,146,142,0,not straight forward,others,3
147,147,143,0,Worst coustumer services,human,3
148,148,144,0,Found it difficult,others,3
149,149,145,0,very bad calculations,others,3
150,150,146,0,very bad service,human,3
151,151,147,0,stop asking :),others,3
152,152,148,0,Awful customer service,human,3
153,153,149,0,order was cancelled,human,3
154,154,150,0,POOR CUSTOMER SERVICE,human,3
155,155,151,0,Bad customer service,human,3
156,156,152,0,Sooo bad app,others,3
157,157,153,0,it's the bomb!,others,3
158,158,154,0,Extremely irresponsible drivers,human,3
159,159,155,0,So bloody slow,others,3
160,160,156,0,Difficult to use,others,3
161,161,157,0,wrong food ordered,human,3
162,162,158,0,It's not good,others,3
163,163,159,0,not good service,human,3
164,164,160,0,really bad app,others,3
165,165,161,0,lots of spam,others,3
166,166,162,0,no knet :/,others,3
167,167,163,0,Too much delay,others,3
168,168,164,0,Bad customer service,human,3
169,169,165,0,Card payment error,bug reports,3
170,170,166,0,Consistently bad experience.,others,3
171,171,167,0,Worst app ever,others,3
172,172,168,0,Not that good,others,3
173,173,169,0,wrong items received,human,3
174,174,170,0,Worst service ever,human,3
175,175,171,0,hit and miss,others,3
176,176,172,0,orders always wrong,human,3
177,177,173,0,Totally waste service,human,3
178,178,174,0,Deliveroo VOUCHER Sucks!,bug reports,3
179,179,175,0,no veg options.,feature request,3
180,180,176,0,Worst app ever,others,3
181,181,177,0,Poor customer service,human,3
182,182,178,0,Always items missing,human,3
183,183,179,0,Bad customer service,human,3
184,184,180,0,Good but bad,others,3
185,185,181,0,Useless.,others,1
186,186,181,1,Effing useless,others,2
187,187,182,0,Very bad service,human,3
188,188,183,0,Annoying and unreliable,others,3
189,189,184,0,Hit and miss,others,3
190,190,185,0,Ehh not special,others,3
191,191,186,0,Worst service ever,human,3
192,192,187,0,Worst customer service,human,3
193,193,188,0,They don't care,others,3
194,194,189,0,Terrible Get headquarters!,others,3
195,195,189,1,!,others,1
196,196,190,0,Bad customer service,human,3
197,197,191,0,Lags at times,bug reports,3
198,198,192,0,Delivery fee sucks.,market,3
199,199,193,0,Waste to install,others,3
200,200,194,0,No customer service,human,3
201,201,195,0,Horrible delivery service,human,3
202,202,196,0,Ya no vale,others,3
203,203,197,0,Your GPS SUCKS.,bug reports,3
204,204,198,0,Totally useless 🙌,others,3
205,205,199,0,Client service sucks,human,3
206,206,200,0,Go to hell,others,3
207,207,201,0,Worst App ever,others,3
208,208,202,0,No food available,others,3
209,209,203,0,Tonight I'll uberEat,others,3
210,210,204,0,Awful customer service,human,3
211,211,205,0,Bad customer service,human,3
212,212,206,0,This APP SUCKS!!,others,3
213,213,206,1,!,others,1
214,214,207,0,Very frustrating experience.,others,3
215,215,208,0,Worst service ever,human,3
216,216,209,0,Ultimamente va fatal.,others,3
217,217,210,0,Getting no trips,feature request,3
218,218,211,0,Worst customer service,human,3
219,219,212,0,Waste of time,others,3
220,220,213,0,Kinda sucks sometimes,others,3
221,221,214,0,Awful to use,others,3
222,222,215,0,No good 😡,others,3
223,223,216,0,As above!,others,2
224,224,216,1,Shocking!,others,1
225,225,217,0,App is useless,others,3
226,226,218,0,"No food, again.",others,3
227,227,219,0,Shame on you,others,3
228,228,220,0,Bad customer service,human,3
229,229,221,0,Awful customer service,human,3
230,230,222,0,Very bad service,human,3
231,231,223,0,customer service shocking,human,3
232,232,224,0,checkout is broken,bug reports,3
233,233,225,0,poor customer service,human,3
234,234,226,0,Bloody Bostin ayit,others,3
235,235,227,0,sometimes get wrong,others,3
236,236,228,0,Tracking is bad,bug reports,3
237,237,229,0,"App stupid,not goog",others,3
238,238,230,0,error 418 code,bug reports,3
239,239,231,0,problems with orders,human,3
240,240,232,0,Go suck yourself,others,3
241,241,233,0,your robbing bastard's,others,3
242,242,234,0,Worst experience ever,others,3
243,243,235,0,Missing items.,human,2
244,244,235,1,Disgrace,others,1
245,245,236,0,too many problems,others,3
246,246,237,0,awful customer service,human,3
247,247,238,0,Absolutely horrible service.,human,3
248,248,239,0,Very poor service.,human,3
249,249,240,0,Wicked innit g,others,3
250,250,241,0,worst delivery company ever,others,4
251,251,242,0,Leave it at that,others,4
252,252,243,0,too many problems.,others,3
253,253,243,1,uninstalling,others,1
254,254,244,0,missing half my food,human,4
255,255,245,0,Limited range of choice,feature request,4
256,256,246,0,2 items in wrong,human,4
257,257,247,0,No promo codes work,bug reports,4
258,258,248,0,Update broke the app,bug reports,4
259,259,249,0,stupid delivery always lost,human,4
260,260,250,0,Spam enabled by default,others,4
261,261,251,0,Not enough good offers,others,4
262,262,252,0,whats not to like,others,4
263,263,253,0,No Chinese food??!!,others,3
264,264,253,1,USELESS!,others,1
265,265,253,2,!,others,1
266,266,254,0,no knet payment option?,feature request,4
267,267,254,1,!,others,1
268,268,255,0,Very bad not professional,others,4
269,269,256,0,The app is dreadful,others,4
270,270,257,0,NO BEAST BURGER AHHHHHHHHH,others,4
271,271,258,0,received the wrong order,human,4
272,272,259,0,Very bad customer service,human,4
273,273,260,0,"No food, no call.",human,4
274,274,261,0,bring wrong order alwys,human,4
275,275,262,0,Stuck at location selection,bug reports,4
276,276,263,0,"good product, poor app.",others,4
277,277,264,0,Very bad service 👎🏻👎🏻👎🏻,human,4
278,278,265,0,awful experience with payment,bug reports,4
279,279,266,0,Bad app for Android,others,4
280,280,267,0,Stuck at location screen,bug reports,4
281,281,268,0,Stuck on location screen,bug reports,4
282,282,269,0,Cannot add credit card.,bug reports,4
283,283,270,0,Still no favorites button,feature request,4
284,284,271,0,Stuck at location screen,bug reports,4
285,285,272,0,NO PROFFECIENCY IN WORK,others,4
286,286,273,0,Can't add credit card!,bug reports,4
287,287,273,1,!,others,1
288,288,274,0,Terrible coupon code experience!,market,4
289,289,274,1,!,others,1
290,290,275,0,Doesn't accept master card,bug reports,4
291,291,276,0,Unexpected error ..what's wrong,bug reports,4
292,292,277,0,no order came through,others,4
293,293,278,0,card details not accepted,bug reports,4
294,294,279,0,Won't accept payment card,bug reports,4
295,295,280,0,Won't accept my address.,bug reports,4
296,296,281,0,Wont accept card details,bug reports,4
297,297,282,0,food was not good,others,4
298,298,283,0,Good 👍no yes yes,others,4
299,299,284,0,thrz no free delivery,market,4
300,300,285,0,lots of additional charges,market,4
301,301,286,0,Not good at all,others,4
302,302,287,0,confusing and too long,others,4
303,303,288,0,"Incompetent Businesses, and Thieves.",others,4
304,304,289,0,The worst customer support.,human,4
305,305,290,0,They are completely useless,others,4
306,306,291,0,Worst app ever .😠😠😠😠😠😠😠😠,others,4
307,307,292,0,Damn dis app gud!,others,4
308,308,293,0,Worst experience..just uninstall...good bye,others,4
309,309,294,0,Streamlined?,others,1
310,310,294,1,No.,others,1
311,311,294,2,Accessible?,others,1
312,312,294,3,Yes!,others,1
313,313,295,0,The app itself sucks,others,4
314,314,296,0,Uber eats is dead,others,4
315,315,297,0,They are dirty leaches,others,4
316,316,298,0,Worst app ever.,others,3
317,317,298,1,😑,others,1
318,318,299,0,Bad service and experience,human,4
319,319,300,0,No delivery after 11pm,others,4
320,320,301,0,The WORST company EVER!!,others,4
321,321,301,1,!,others,1
322,322,302,0,Pain in the butt!,others,4
323,323,302,1,!,others,1
324,324,303,0,Missing items every time,human,4
325,325,304,0,Worst Android App ever!,others,4
326,326,305,0,I need to stop..,others,4
327,327,306,0,No way of communicating.,others,4
328,328,307,0,Trash and a scam,others,4
329,329,308,0,Stop exploiting people D:,others,4
330,330,309,0,they always steal orders.....,human,4
331,331,310,0,Some time low connection,bug reports,4
332,332,311,0,Would give NO STARS!!!!,others,4
333,333,311,1,!,others,1
334,334,312,0,Cancel orders to much,human,4
335,335,313,0,Worst possible customer EVER,human,4
336,336,314,0,Closed after midnight?!,others,3
337,337,314,1,Seriously!?!?!?,others,1
338,338,314,2,!,others,1
339,339,315,0,Stupid app doesn't work.,others,4
340,340,316,0,Worse app for delivery,others,4
341,341,317,0,Horrid customer care service!,human,4
342,342,318,0,They are the worst,others,4
343,343,319,0,No restaurant search function!,feature request,4
344,344,320,0,Makes Lot of mistakes,others,4
345,345,321,0,Not helpful app 😒😕🙄😑,others,4
346,346,322,0,Bad communication with delivery,human,4
347,347,323,0,What's not to love!?,others,4
348,348,323,1,!,others,1
349,349,324,0,They fixed the mistake.,others,4
350,350,325,0,Not impress with vouchers,market,4
351,351,326,0,Getting worse and worse,others,4
352,352,327,0,Food missing from order,human,4
353,353,328,0,But worst customer service,human,4
354,354,329,0,Order completely wrong 😡😡😡🤬,human,4
355,355,330,0,Awful company as well,others,4
356,356,331,0,Delivery prices are ridiculous,market,4
357,357,332,0,as titled.,others,2
358,358,332,1,very frustrated.,others,2
359,359,333,0,difficult app for ordering,others,4
360,360,334,0,Literally the worst app,others,4
361,361,335,0,Sick of this app,others,4
362,362,336,0,No dips arrived 😟,others,4
363,363,337,0,Constantly getting connection error.,bug reports,4
364,364,338,0,cheap but not efficient.,others,4
365,365,339,0,Very bad Costumer service,human,4
366,366,340,0,limited range of restaurants,feature request,4
367,367,341,0,delivery charges are extortionate,market,4
368,368,342,0,Will cause health problems,others,4
369,369,343,0,Too many extra charges,market,4
370,370,344,0,no AM or PM,others,4
371,371,345,0,It works.,others,2
372,372,345,1,Nothing amazing.,others,2
373,373,346,0,not good for dyslexics,others,4
374,374,347,0,No Chinese food!!??!!??,others,3
375,375,347,1,POINTLESS!,others,1
376,376,347,2,!,others,1
377,377,348,0,Not friendly to users,others,4
378,378,349,0,Unprofessional unreliable and rude,human,4
379,379,350,0,sexyyyyy food no cap,others,4
380,380,351,0,Google pay never works,bug reports,4
381,381,352,0,Got food poisoning 🤬,others,4
382,382,353,0,rip off delivery charges,market,4
383,383,354,0,Google pay didn't work,bug reports,4
384,384,355,0,Google pay doesn't work,bug reports,4
385,385,356,0,Dead easy to use,others,4
386,386,357,0,item arrived with topping missing,human,5
387,387,358,0,HUGELY INTRUSIVE NOTIFICATIONS Completely unacceptable.,market,5
388,388,359,0,Terrible service.,human,2
389,389,359,1,Bad attitude.,others,2
390,390,359,2,Arrogant,others,1
391,391,360,0,0 Star Bad service 👎👎👎👎👎👎👎👎👎👎,human,5
392,392,361,0,the deliver is not good,human,5
393,393,362,0,"Hit and miss, mostly miss.",others,5
394,394,363,0,Slow and annoying to install,bug reports,5
395,395,364,0,Unprofessional and keep fooling people,others,5
396,396,365,0,3 on 3 fails.,others,4
397,397,365,1,Bye.,others,1
398,398,366,0,Stupid ads by deliveroo 🤬,market,5
399,399,367,0,bit of a ball ache,others,5
400,400,368,0,Delivery Time always being delayed.,human,5
401,401,369,0,because i was bored 😴,others,5
402,402,370,0,Missing items and refused refunds,human,5
403,403,371,0,no discount or timely delivery,market,5
404,404,372,0,No credit/debit card payment method.,feature request,5
405,405,373,0,"Confusing, absolute waste of time",others,5
406,406,374,0,food was cold and horrible,others,5
407,407,375,0,Very bad .. too late,others,5
408,408,376,0,They are hopeless with directions,others,5
409,409,377,0,I have very bad experience,others,5
410,410,378,0,Useless can't even use cash,feature request,5
411,411,379,0,Get woke go broke.,others,4
412,412,379,1,Uninstalled!,others,1
413,413,380,0,Extra charges are too high,market,5
414,414,381,0,Stuck buffering in location screen,bug reports,5
415,415,382,0,Can't add cards just useless,bug reports,5
416,416,383,0,Payment always fails!,bug reports,3
417,417,383,1,Uninstalled.,others,1
418,418,383,2,Goodbye.,others,1
419,419,384,0,got problem with adding card,bug reports,5
420,420,385,0,Stuck at select location part!,bug reports,5
421,421,386,0,because your timer is cheating,others,5
422,422,387,0,Poor service.,human,2
423,423,387,1,Unable to pay,bug reports,3
424,424,388,0,DISGUSTED TOOK MY MONEY WRONG,bug reports,5
425,425,389,0,App stuck at location screen,bug reports,5
426,426,390,0,Broke...just hangs on select location,bug reports,5
427,427,391,0,Won't accept my card details,bug reports,5
428,428,392,0,can't add my credit card,bug reports,5
429,429,393,0,"Stuck on ""Confirm Location"" screen",bug reports,5
430,430,394,0,we got the wrong order,human,5
431,431,395,0,evil company under pays workers,others,5
432,432,396,0,app isn't that user friendly,others,5
433,433,397,0,"Shite app, doesn't accept card",bug reports,5
434,434,398,0,Terrible app and terrible service...,bug reports,5
435,435,399,0,The address selection is awful,bug reports,5
436,436,400,0,Never accepts any payment method.,bug reports,5
437,437,401,0,Worst app sometimes grab money,others,5
438,438,402,0,Rubbish and no customer service,human,5
439,439,403,0,Absolutely disgusting food never came,others,5
440,440,404,0,The support is so poor,human,5
441,441,405,0,Bad!!!,others,1
442,442,405,1,Avoid like the plague,others,4
443,443,406,0,Trash app!,others,2
444,444,406,1,Worst experience ever.,others,3
445,445,407,0,I was forced to rate,others,5
446,446,408,0,Service fees are so dumb.,market,5
447,447,409,0,Waste app it opens zomato,others,5
448,448,410,0,Struggle to place an order,bug reports,5
449,449,411,0,Stupid services never deliver food,human,5
450,450,412,0,Sometimes goog and sometimes bad,others,5
451,451,413,0,Terrible can't place an order!!,bug reports,5
452,452,413,1,!,others,1
453,453,414,0,Company sucks!,others,2
454,454,414,1,Disabled my account!,others,3
455,455,414,2,!,others,1
456,456,415,0,"Lousy app, won't even open",others,5
457,457,416,0,No outlet in my location.,others,5
458,458,417,0,Perfect for a lazy mofo.,others,5
459,459,418,0,Delivery time are extremely disappointing,bug reports,5
460,460,419,0,Always broken and no connection.,bug reports,5
461,461,420,0,Costs unless you pay monthly,market,5
462,462,421,0,Too expensive and delayed delivery.,market,5
463,463,422,0,Horrible customer service Avoid !,human,5
464,464,423,0,Worst food delivery app ever,others,5
465,465,424,0,No refund for missing items!,market,5
466,466,425,0,service charges never goes.,market,4
467,467,425,1,away,others,1
468,468,426,0,"Brutal experience with Uber ""support""",human,5
469,469,427,0,Too many unwanted advertizing texts.,market,5
470,470,428,0,Need it when am lazy,others,5
471,471,429,0,Two stops before my delivery.,others,5
472,472,430,0,Customer service is absolutely useless.,human,5
473,473,431,0,Sometimes its not worth it,others,5
474,474,432,0,"Horrible service, prices are retarded.",human,5
475,475,433,0,Delivery only promotions are lame.,market,5
476,476,434,0,Dead app.,others,2
477,477,434,1,Acquired by Zomato.,others,3
478,478,435,0,Uber Eats is wicked smart,others,5
479,479,436,0,Seriously the worst customer care.,human,5
480,480,437,0,Wasted me loads of time.,bug reports,5
481,481,438,0,Keeps changing my bloody address,bug reports,5
482,482,439,0,Confusing to navigate the app,bug reports,5
483,483,440,0,Just slow and not easy,bug reports,5
484,484,441,0,Delivered to the wrong address,human,5
485,485,442,0,Everything looks fake and tricky.!!,others,5
486,486,442,1,!,others,1
487,487,443,0,McDonald messed up my order,others,5
488,488,444,0,This company it’s completely unethical.,others,5
489,489,445,0,fast and furious 😀 Dumitru,others,5
490,490,446,0,disagree with a service fee,market,5
491,491,447,0,Can't change number on app,bug reports,5
492,492,448,0,Two delivery drivers got lost,human,5
493,493,449,0,"very reliable, quick no issues",others,5
494,494,450,0,Absolutely useless app don't bother!,others,5
495,495,451,0,the app is too bad,others,5
496,496,452,0,KFC from eye roundabout SUCKS!,others,5
497,497,453,0,Poor experience.,others,2
498,498,453,1,Bad customer service,human,3
499,499,454,0,food cold driver very rude,human,5
500,500,455,0,where's the pay cash option🤔🥴😅,feature request,5
501,501,456,0,who doesn't love food delivered?,others,5
502,502,457,0,makes me fat and poor,others,5
503,503,458,0,wasteband expanding!,others,2
504,504,458,1,don't care !,others,3
505,505,459,0,Ridiculous price for service charge!,market,5
506,506,460,0,no way to contact driver,human,5
507,507,461,0,bring me food when sad,others,5
508,508,462,0,Nice app terrible extra charges,market,5
509,509,463,0,Useable but can be annoying,others,5
510,510,464,0,Delivery times are a disaster,others,5
511,511,465,0,Always having problems with orders,others,5
512,512,466,0,Don’t waste your money !,others,5
513,513,466,1,!,others,1
514,514,467,0,For me it was worse experience,others,6
515,515,468,0,Not very clear on deĺe items,others,6
516,516,469,0,your not true to your colour,others,6
517,517,470,0,Bad service Nobody can beat Talabat.,human,6
518,518,471,0,Poor customer service and lousy UX,human,6
519,519,472,0,"spoiled shrimps, and smelly fish.",others,5
520,520,472,1,disgusting,others,1
521,521,473,0,Only rubbish only tell network problem,bug reports,6
522,522,474,0,a good app but sometimes lags,bug reports,6
523,523,475,0,problems with restaurants and with payment,bug reports,6
524,524,476,0,some time good some time bad,others,6
525,525,477,0,Charged for undelivered food.,market,4
526,526,477,1,Rip off,others,2
527,527,478,0,I hate this company so much,others,6
528,528,479,0,don't like deliveroo saving payment details.,bug reports,6
529,529,480,0,over priced service and delivery charges.,market,6
530,530,481,0,App is stuck at location select,bug reports,6
531,531,482,0,app can't find location.,bug reports,4
532,532,482,1,please fix,others,2
533,533,483,0,No toilet rolls?,others,3
534,534,483,1,In Sainsbury's?,others,2
535,535,483,2,Seriously?,others,1
536,536,484,0,"Doesn't work, can't pay for anything.",bug reports,6
537,537,485,0,increased transaction fees are a disgrace,market,6
538,538,486,0,quick delivery but wrong drink supplied,others,6
539,539,487,0,Delay!,others,1
540,540,487,1,4th day in a row,others,5
541,541,488,0,"App stuck on location, not working.",bug reports,6
542,542,489,0,scam app for ads only 0star,market,6
543,543,490,0,App is stuck at location screen,bug reports,6
544,544,491,0,"Wouldn't accept credit cards, tried two",bug reports,6
545,545,492,0,some time automatic order will cancelled,human,6
546,546,493,0,App stuck in location selection screen,bug reports,6
547,547,494,0,Stuck on location screen for months.,bug reports,6
548,548,495,0,Errors when adding a new card,bug reports,6
549,549,496,0,"Useless app, cannot add payment method",bug reports,6
550,550,497,0,can't add credit card to payments,bug reports,6
551,551,498,0,worst ever delivery's & incomplete order!,human,6
552,552,499,0,Same problem won't accept my cards,bug reports,6
553,553,500,0,This is a worst deliver app,others,6
554,554,501,0,Terrible app payment method not working.,bug reports,6
555,555,502,0,can't add credit card for payment,bug reports,6
556,556,503,0,wont accept my other card payments,bug reports,6
557,557,504,0,Always says error with card UNRELIABLE,bug reports,6
558,558,505,0,Lately all deliveries have missing items,human,6
559,559,506,0,Stuck at location screen.,bug reports,4
560,560,506,1,Sad.,others,1
561,561,506,2,Hungry.,others,1
562,562,507,0,"Unusable after last upgrade, constant errors.",bug reports,6
563,563,508,0,Stuck on loading after confirming location,bug reports,6
564,564,509,0,would not accept new user code,bug reports,6
565,565,510,0,Terrible app with terrible service!,human,5
566,566,510,1,Avoid,others,1
567,567,511,0,App Freezes + unethical business model,bug reports,6
568,568,512,0,wrong cookie dough and ice cream,others,6
569,569,513,0,Wrong postcode displayed for my address.,bug reports,6
570,570,514,0,Useless sign in and nothing happens.,bug reports,6
571,571,515,0,"Bad , never ever for me.",others,6
572,572,516,0,App won't work today super lame,others,6
573,573,517,0,Stop asking me to to rate.,others,6
574,574,518,0,The deals are just so lame!,others,6
575,575,519,0,So good but annoying extra charges,market,6
576,576,520,0,No option to login with OTP,feature request,6
577,577,521,0,All posiative nothing negative great foods,others,6
578,578,522,0,Very hard to find local restaurants,others,6
579,579,523,0,Frustrating not intuitive no obvious support,others,6
580,580,524,0,It keeps saying no restaurents available,bug reports,6
581,581,525,0,No option to stop unnecessary notifications,feature request,6
582,582,526,0,"Really handy, i have no car.",others,6
583,583,527,0,no ubber available at mpumalanga Kinross,others,6
584,584,528,0,It's always a hit or miss.,others,6
585,585,529,0,Desperate!,others,1
586,586,529,1,Begging No stop push Suc,feature request,5
587,587,530,0,I actually hate this app now,others,6
588,588,531,0,Food was either cold or wrong!!,human,6
589,589,531,1,!,others,1
590,590,532,0,They don't care about the customer,human,6
591,591,533,0,Got the wrong order from subway,human,6
592,592,534,0,3/3 Last Orders Missing Multiple Items,human,6
593,593,535,0,My oder came missing one item.,human,6
594,594,536,0,I aight mad at it... yet,others,6
595,595,537,0,They cancel orders without any reason,human,6
596,596,538,0,"Pretty bad, food usually arrives cold",human,6
597,597,539,0,Had trouble putting my order in.,others,6
598,598,540,0,Disappointing.,others,1
599,599,540,1,Officially moving to door dash.,others,5
600,600,541,0,No couriers nearby... On a tuesday!,others,6
601,601,541,1,!,others,1
602,602,542,0,Food was awful and in inedible,others,6
603,603,543,0,I'm so sick of this app.,others,6
604,604,544,0,Always precise and quick.,others,4
605,605,544,1,No mishaps,others,2
606,606,545,0,I hate Uber and Uber eats,others,6
607,607,546,0,Too many fees too many errors,market,6
608,608,547,0,Worst app on the app store,others,6
609,609,548,0,Pushing dangerous vaccines boycott these companies.,others,6
610,610,549,0,App sucks.,others,2
611,611,549,1,Run by Nazi socialists.,others,4
612,612,550,0,Propaganda outlet for the pedo elites,others,6
613,613,551,0,Driver threatened me they didn't care,human,6
614,614,552,0,It's changed for the absolute worst,market,6
615,615,553,0,App gotta worse over the years,others,6
616,616,554,0,The Second time delivery is delayed,human,6
617,617,555,0,Stop hiring bums that steal food,others,6
618,618,556,0,No driver to deliver my order,human,6
619,619,557,0,Terrible help team.,human,3
620,620,557,1,Terrible customer service.,human,3
621,621,558,0,"Making me lazy, skint and fat.",others,6
622,622,559,0,Annoying notifications.,market,2
623,623,559,1,Can't turn them off.,feature request,4
624,624,560,0,Unnecessary extra charges,market,6
625,625,561,0,terrible customer service.,human,1
626,626,561,1,They love stealing people's money,others,5
627,627,562,0,Food arrived hot but sauces missing,others,6
628,628,563,0,No happy as discount no applied,bug reports,6
629,629,564,0,Promo code didn’t work not happy,bug reports,6
630,630,565,0,Not reliable.,others,2
631,631,565,1,No help.,others,2
632,632,565,2,Very poor.,others,2
633,633,566,0,Terrible customer service by the agents,human,6
634,634,567,0,Do not order it’s a scam,others,6
635,635,568,0,Most convenient way to waste money.,others,6
636,636,569,0,Candice dick fit in your mouth,others,6
637,637,570,0,Cheaper delivery charges than uber eats,others,6
638,638,571,0,some of the restaurants are awful,human,6
639,639,572,0,Couldnt be easier to use 👍,others,6
640,640,573,0,Not the easiest company to contact,human,6
641,641,574,0,No option to tip drivers 😒,feature request,6
642,642,575,0,charges you more than other apps,market,6
643,643,576,0,Always gets delivered to wrong house,human,6
644,644,577,0,Is very bad for my shop,others,6
645,645,578,0,lags a lot at the end,bug reports,6
646,646,579,0,"Awful app, even less helpful service",human,6
647,647,580,0,The just eat team are useless.,others,6
648,648,581,0,Scam - won't refund failed-to-deliver food,market,6
649,649,582,0,They treat their employees so badly,human,6
650,650,583,0,so many options!!,others,3
651,651,583,1,never no problems,others,3
652,652,584,0,I had good experience and bad,others,6
653,653,585,0,Refusing refunds for undelivered food.,market,5
654,654,585,1,Avoid,others,1
655,655,586,0,hit and miss on delivery times,human,6
656,656,587,0,hard to get hold of operates,others,6
657,657,588,0,"Drinks fall over, wrong food, late",human,6
658,658,589,0,Terrible.,others,1
